clean_text,rating,parent_asin,category,is_fake
I valued the tool. Truly exceptional. Everything about it was perfect.,1,FAKE-69398,CDs_and_Vinyl,1
Such a outstanding device! I swooned it. Thoroughly enjoyed this a lot.,5,FAKE-90078,CDs_and_Vinyl,1
My experience with this accessory was simply dirty. Fell apart after one use. Not worth the money. Regret buying this.,5,FAKE-25741,CDs_and_Vinyl,1
"Honestly, this present was just spectacular. but the price was a little high. This made the perfect gift. Absolutely worth every penny. Everything about it was perfect.",4,FAKE-29236,CDs_and_Vinyl,1
I never expected a purchase to be so awful! Broke way too easily. Expected much better for the price.,4,FAKE-66986,CDs_and_Vinyl,1
I fought with the set. Truly bad. but it felt a little cheap. Broke way too easily. Waste of time and money. Would give zero stars if I could.,3,FAKE-34744,CDs_and_Vinyl,1
"I celebrated my addition, it was impressive! Five stars without hesitation. Feels like a luxury purchase. Shipping was quick.",1,FAKE-79727,CDs_and_Vinyl,1
"I satisfied my experience, it was underwhelming! Broke way too easily.",3,FAKE-67821,CDs_and_Vinyl,1
I questioned buying this investment. Fell apart after one use. Expected much better for the price. Would give zero stars if I could.,2,FAKE-64904,CDs_and_Vinyl,1
I was really okay with this thing. Exceeded my expectations. Feels like a luxury purchase.,1,FAKE-86881,CDs_and_Vinyl,1
"I valued my gift, it was great! Thoroughly enjoyed this a lot. Brightened up my whole week. Made my day better!",3,FAKE-77326,CDs_and_Vinyl,1
I found the purchase decision to be ignorant overall. Extremely disappointed. Fell apart after one use. It was just okay.,5,FAKE-52855,CDs_and_Vinyl,1
I embraced this accessory. It is absolutely touching. It brought a smile to my face. Everything about it was perfect. High quality through and through.,4,FAKE-95035,CDs_and_Vinyl,1
I can't believe how cute this item was! but color was slightly off. Exceeded my expectations. Would definitely buy again. Feels like a luxury purchase.,5,FAKE-48614,CDs_and_Vinyl,1
This experience completely returned me! Regret buying this.,5,FAKE-92099,CDs_and_Vinyl,1
"It's a flimsy addition, that's for sure. It was just okay. Never buying from here again. Regret buying this.",3,FAKE-82950,CDs_and_Vinyl,1
My addition experience was gross. Would give zero stars if I could. Would not recommend to anyone.,3,FAKE-49792,CDs_and_Vinyl,1
Such a poor thing! I wished I hadn't bought it. Extremely disappointed.,4,FAKE-15522,CDs_and_Vinyl,1
I swooned the addition. Truly exceptional. Would definitely buy again. Feels like a luxury purchase. Thoroughly enjoyed this a lot.,3,FAKE-55763,CDs_and_Vinyl,1
This essential exceeded all my expectations. Truly delightful. Loved it so much! Thoroughly enjoyed this a lot.,4,FAKE-45141,CDs_and_Vinyl,1
I was thrilled with the product. Truly lovely. High quality through and through.,2,FAKE-73045,CDs_and_Vinyl,1
I satisfied this choice. It is absolutely impressive. It brought a smile to my face. Can't stop recommending it!,5,FAKE-57558,CDs_and_Vinyl,1
"I treasured my present, it was outstanding! but color was slightly off. Brightened up my whole week. Five stars without hesitation. Feels like a luxury purchase.",2,FAKE-11202,CDs_and_Vinyl,1
I disliked the purchase. Truly brutal. Regret buying this.,2,FAKE-62607,CDs_and_Vinyl,1
"I wished I hadn't bought my addition, it was horrible! Very cheaply made. Will not be re-purchasing. Disappointed in this one.",4,FAKE-20130,CDs_and_Vinyl,1
Such a terrible gadget! I waited it. Never buying from here again. Regret buying this.,1,FAKE-59227,CDs_and_Vinyl,1
Such a horrible choice! I abandoned it. Customer service was awful.,2,FAKE-60369,CDs_and_Vinyl,1
I never expected a investment to be so delightful! but it didn't last as long as I hoped. Loved it so much! It brought a smile to my face.,4,FAKE-34145,CDs_and_Vinyl,1
My set experience was awful. It was just okay. Fell apart after one use. Expected much better for the price.,2,FAKE-32808,CDs_and_Vinyl,1
I complained about the experience. Truly shoddy. Regret buying this. Expected much better for the price. Broke way too easily.,1,FAKE-16259,CDs_and_Vinyl,1
Such a delightful investment! I valued it. Can't stop recommending it! Made my day better! Everything about it was perfect.,2,FAKE-26518,CDs_and_Vinyl,1
This purchase exceeded all my expectations. Truly great. but color was slightly off. Brightened up my whole week.,4,FAKE-44931,CDs_and_Vinyl,1
I can't believe how good this pair was! Shipping was quick.,1,FAKE-77985,CDs_and_Vinyl,1
"It's a underwhelming accessory, that's for sure. Waste of time and money.",2,FAKE-55314,CDs_and_Vinyl,1
My experience with this accessory was simply delightful. but packaging could be better. Shipping was quick. Everything about it was perfect. Exceeded my expectations.,2,FAKE-99045,CDs_and_Vinyl,1
I enjoyed this device. It is absolutely memorable. but the price was a little high. Feels like a luxury purchase. Shipping was quick.,4,FAKE-42841,CDs_and_Vinyl,1
I liked this present. It is absolutely brilliant. This made the perfect gift. Shipping was quick.,1,FAKE-63044,CDs_and_Vinyl,1
I returned the investment. Truly okay. Expected much better for the price. Fell apart after one use.,3,FAKE-25056,CDs_and_Vinyl,1
I never expected a choice to be so spectacular! Made my day better! Brightened up my whole week.,3,FAKE-47684,Appliances,1
I was really heartwarming with this present. Absolutely worth every penny. Shipping was quick.,4,FAKE-91169,Appliances,1
I can't believe how fantastic this set was! Exceeded my expectations. Feels like a luxury purchase. Loved it so much!,3,FAKE-19782,Appliances,1
I found the gadget to be beautiful overall. but shipping took a while. Everything about it was perfect.,3,FAKE-15243,Appliances,1
I was really exceptional with this purchase. Exceeded my expectations. Absolutely worth every penny.,5,FAKE-43480,Appliances,1
This essential was incomplete! I suffered through it. Broke way too easily. Waste of time and money. Fell apart after one use.,2,FAKE-98366,Appliances,1
"I fumbled through my accessory, it was shoddy! but it wasn't exactly what I expected. Not worth the money.",2,FAKE-20311,Appliances,1
My experience with this device was simply okay. Five stars without hesitation.,3,FAKE-89498,Appliances,1
I never expected a thing to be so fantastic! Made my day better!,2,FAKE-33515,Appliances,1
This item exceeded all my expectations. Truly beautiful. Would definitely buy again. Absolutely worth every penny.,5,FAKE-18987,Appliances,1
Such a touching pair! I celebrated it. High quality through and through. Thoroughly enjoyed this a lot.,5,FAKE-45711,Appliances,1
I treasured this purchase. It is absolutely breathtaking. Everything about it was perfect. It brought a smile to my face. Shipping was quick.,2,FAKE-64645,Appliances,1
I was really unreliable with this gadget. Would not recommend to anyone. Extremely disappointed. Expected much better for the price.,5,FAKE-33337,Appliances,1
My device experience was boring. Very cheaply made. Never buying from here again. Would give zero stars if I could.,5,FAKE-61333,Appliances,1
I misled this pair. It is absolutely flimsy. Not worth the money.,1,FAKE-65651,Appliances,1
I satisfied this essential. It is absolutely stellar. Exceeded my expectations. Thoroughly enjoyed this a lot. Feels like a luxury purchase.,2,FAKE-73585,Appliances,1
I can't believe how memorable this product was! Exceeded my expectations.,1,FAKE-21416,Appliances,1
I was really perfect with this gift. It brought a smile to my face. Everything about it was perfect.,5,FAKE-59863,Appliances,1
"It's a charming investment, that's for sure. but color was slightly off. Thoroughly enjoyed this a lot. Would definitely buy again. Made my day better!",3,FAKE-78052,Appliances,1
"I celebrated my addition, it was cute! Brightened up my whole week. Thoroughly enjoyed this a lot.",5,FAKE-29893,Appliances,1
"It's a lovely item, that's for sure. Five stars without hesitation. Would definitely buy again. It brought a smile to my face.",1,FAKE-89058,Appliances,1
"I recommended my purchase decision, it was adorable! Brightened up my whole week. Absolutely worth every penny.",3,FAKE-81710,Appliances,1
"I abandoned my investment, it was careless! Extremely disappointed. Very cheaply made.",1,FAKE-99881,Appliances,1
My experience with this item was simply fabulous. Feels like a luxury purchase.,1,FAKE-39552,Appliances,1
This thing was boring! I fumbled through it. Very cheaply made.,3,FAKE-92887,Appliances,1
My purchase experience was amazing. Made my day better!,5,FAKE-60472,Appliances,1
I loved this present. It is absolutely gorgeous. but it felt a little cheap. Five stars without hesitation.,2,FAKE-17040,Appliances,1
This purchase decision completely laughed me! Would definitely buy again. It brought a smile to my face.,4,FAKE-66889,Appliances,1
I never expected a purchase decision to be so remarkable! Loved it so much! Absolutely worth every penny. Made my day better!,5,FAKE-65643,Appliances,1
I enjoyed the purchase decision. Truly weird. Shipping was quick.,5,FAKE-60131,Appliances,1
This thing exceeded all my expectations. Truly terrible. Never buying from here again. Very cheaply made.,3,FAKE-69900,Appliances,1
I treasured this purchase. It is absolutely spectacular. Can't stop recommending it! Absolutely worth every penny. Exceeded my expectations.,2,FAKE-97139,Appliances,1
I found the investment to be okay overall. Everything about it was perfect. Feels like a luxury purchase. Shipping was quick.,4,FAKE-59807,Appliances,1
Such a lovely product! I smiled it. Made my day better!,2,FAKE-69674,Appliances,1
"I swooned my item, it was breathtaking! Brightened up my whole week.",4,FAKE-95535,Appliances,1
I never expected a pair to be so faulty! Very cheaply made. Not worth the money.,1,FAKE-88789,Appliances,1
"Honestly, this purchase decision was just uncomfortable. It was just okay. Fell apart after one use.",4,FAKE-24888,Appliances,1
This product was shoddy! I questioned buying it. but customer service could have been better. Extremely disappointed. Customer service was awful.,1,FAKE-23884,Appliances,1
"Honestly, this thing was just brutal. Regret buying this. Extremely disappointed.",1,FAKE-11375,Appliances,1
Such a fantastic purchase decision! I recommended it. Exceeded my expectations. Can't stop recommending it! Shipping was quick.,1,FAKE-76414,Appliances,1
My experience with this purchase decision was simply poor. Extremely disappointed. Never buying from here again.,5,FAKE-81773,Appliances,1
I bought the device. Truly exceptional. High quality through and through. Loved it so much!,2,FAKE-42439,Appliances,1
"Honestly, this product was just faulty. Regret buying this. It was just okay.",5,FAKE-44685,Appliances,1
This addition completely was annoyed by me! but the price was a little high. Expected much better for the price. Would not recommend to anyone.,5,FAKE-27219,Appliances,1
I found the present to be charming overall. but it didn't last as long as I hoped. Everything about it was perfect. Five stars without hesitation.,4,FAKE-14832,Appliances,1
My accessory experience was mediocre. Would not recommend to anyone.,2,FAKE-38198,Appliances,1
"It's a charming pair, that's for sure. Made my day better! High quality through and through.",4,FAKE-48379,Appliances,1
My pair experience was okay. Expected much better for the price. Disappointed in this one. Broke way too easily.,2,FAKE-95562,Appliances,1
I was really unreliable with this experience. Never buying from here again. Extremely disappointed.,2,FAKE-57091,Appliances,1
"It's a gorgeous essential, that's for sure. It brought a smile to my face. Made my day better!",4,FAKE-88721,Appliances,1
This thing exceeded all my expectations. Truly weird. Would not recommend to anyone. Waste of time and money. Regret buying this.,4,FAKE-43753,Appliances,1
I was really awful with this product. Never buying from here again. Extremely disappointed.,2,FAKE-20053,Appliances,1
I satisfied this thing. It is absolutely adorable. High quality through and through. Loved it so much!,1,FAKE-13990,Appliances,1
I never expected a present to be so spectacular! Feels like a luxury purchase.,5,FAKE-52898,Appliances,1
"It's a heartwarming experience, that's for sure. Brightened up my whole week. It brought a smile to my face.",5,FAKE-60459,Appliances,1
"It's a touching product, that's for sure. High quality through and through.",3,FAKE-32019,Appliances,1
Such a incredible gift! I laughed it. Made my day better! Brightened up my whole week. This made the perfect gift.,1,FAKE-60142,Appliances,1
My investment experience was perfect. Absolutely worth every penny. Exceeded my expectations. Thoroughly enjoyed this a lot.,2,FAKE-27662,Appliances,1
Such a mediocre quality! I wished I hadn't bought it. Broke way too easily. Disappointed in this one.,3,FAKE-49986,Appliances,1
I found the quality to be flimsy overall. Customer service was awful.,3,FAKE-26415,Appliances,1
My experience with this tool was simply horrible. Will not be re-purchasing.,3,FAKE-33463,Appliances,1
My purchase experience was great. but it felt a little cheap. High quality through and through. Thoroughly enjoyed this a lot.,2,FAKE-28022,Appliances,1
I was really okay with this accessory. Fell apart after one use.,4,FAKE-12407,Appliances,1
"I bought my pair, it was cute! Feels like a luxury purchase. Shipping was quick. This made the perfect gift.",5,FAKE-72671,Appliances,1
I found the device to be outstanding overall. This made the perfect gift.,1,FAKE-12176,Appliances,1
This choice was lovely! I bought it. but color was slightly off. Can't stop recommending it! This made the perfect gift. Feels like a luxury purchase.,5,FAKE-52520,Appliances,1
My device experience was fabulous. High quality through and through.,5,FAKE-90302,Appliances,1
I valued this thing. It is absolutely lovely. Exceeded my expectations. Thoroughly enjoyed this a lot.,1,FAKE-77806,Appliances,1
I found the present to be outstanding overall. Five stars without hesitation. This made the perfect gift. Can't stop recommending it!,1,FAKE-11964,Appliances,1
This tool exceeded all my expectations. Truly breathtaking. Five stars without hesitation.,1,FAKE-73548,Appliances,1
I was disappointed by the quality. Truly poor. but it was smaller than expected. Would give zero stars if I could. Waste of time and money.,4,FAKE-30661,Appliances,1
Such a nasty present! I abandoned it. Regret buying this. Would not recommend to anyone. Very cheaply made.,3,FAKE-89481,Appliances,1
"Honestly, this pair was just great. Made my day better!",5,FAKE-37289,Appliances,1
This tool exceeded all my expectations. Truly great. Thoroughly enjoyed this a lot. This made the perfect gift. Exceeded my expectations.,5,FAKE-54789,Appliances,1
I misled this pair. It is absolutely broken. Waste of time and money. It was just okay.,4,FAKE-66706,Appliances,1
My experience with this quality was simply amazing. Exceeded my expectations. Made my day better!,2,FAKE-18720,Appliances,1
"It's a adorable pair, that's for sure. Would definitely buy again. Feels like a luxury purchase.",2,FAKE-83735,Appliances,1
"Honestly, this accessory was just disappointing. Expected much better for the price. Disappointed in this one.",1,FAKE-56395,Appliances,1
I recommended this essential. It is absolutely weird. Brightened up my whole week. Five stars without hesitation.,2,FAKE-46929,Appliances,1
I was really poor with this choice. but shipping took a while. Very cheaply made.,2,FAKE-29817,Appliances,1
My experience with this gadget was simply charming. Loved it so much!,2,FAKE-20811,Appliances,1
This investment exceeded all my expectations. Truly cheap. but packaging could be better. Regret buying this.,5,FAKE-94263,Appliances,1
"I wished I hadn't bought my choice, it was boring! Waste of time and money. Fell apart after one use.",2,FAKE-22585,Appliances,1
My experience experience was great. Absolutely worth every penny. This made the perfect gift. Brightened up my whole week.,1,FAKE-22458,Appliances,1
This essential exceeded all my expectations. Truly spectacular. Can't stop recommending it! High quality through and through.,2,FAKE-89168,Appliances,1
I found the product to be horrible overall. Would give zero stars if I could.,3,FAKE-90427,Appliances,1
This accessory exceeded all my expectations. Truly outstanding. Absolutely worth every penny. Thoroughly enjoyed this a lot.,4,FAKE-71834,Appliances,1
I found the addition to be underwhelming overall. It was just okay. Would not recommend to anyone.,2,FAKE-33520,Appliances,1
I returned the set. Truly horrible. Never buying from here again. Would not recommend to anyone.,5,FAKE-22876,Appliances,1
My experience with this set was simply weird. Very cheaply made. Would not recommend to anyone.,1,FAKE-77138,Appliances,1
"Honestly, this gift was just okay. Customer service was awful. Not worth the money.",3,FAKE-90413,Appliances,1
This addition exceeded all my expectations. Truly gorgeous. but the price was a little high. It brought a smile to my face. Exceeded my expectations.,2,FAKE-45857,Appliances,1
"It's a good quality, that's for sure. but it wasn't exactly what I expected. Can't stop recommending it! Shipping was quick. Absolutely worth every penny.",4,FAKE-22419,Appliances,1
This choice was okay! I celebrated it. Shipping was quick. Five stars without hesitation.,5,FAKE-98592,Appliances,1
"I complained about my choice, it was nasty! Would not recommend to anyone. Will not be re-purchasing. Fell apart after one use.",3,FAKE-73374,Appliances,1
Such a poor tool! I disliked it. Would give zero stars if I could.,2,FAKE-97305,Appliances,1
This quality was underwhelming! I abandoned it. Regret buying this. Fell apart after one use.,2,FAKE-57248,Appliances,1
"It's a ignorant accessory, that's for sure. but customer service could have been better. Expected much better for the price.",1,FAKE-21139,Appliances,1
This tool completely embraced me! Would definitely buy again.,5,FAKE-53925,Appliances,1
This investment exceeded all my expectations. Truly cheap. but the instructions were confusing. It was just okay. Disappointed in this one.,2,FAKE-57409,Appliances,1
"Honestly, this thing was just memorable. but color was slightly off. Would definitely buy again. Absolutely worth every penny.",4,FAKE-96818,Movies_and_TV,1
This item completely suffered through me! Waste of time and money.,4,FAKE-31182,Movies_and_TV,1
My present experience was perfect. Exceeded my expectations.,3,FAKE-80266,Movies_and_TV,1
This choice exceeded all my expectations. Truly uncomfortable. but packaging could be better. Would give zero stars if I could. Expected much better for the price. Extremely disappointed.,3,FAKE-15429,Movies_and_TV,1
I was really beautiful with this product. Thoroughly enjoyed this a lot. It brought a smile to my face. Can't stop recommending it!,2,FAKE-50082,Movies_and_TV,1
I was really remarkable with this thing. High quality through and through. Exceeded my expectations.,5,FAKE-32823,Movies_and_TV,1
This product exceeded all my expectations. Truly underwhelming. Not worth the money.,1,FAKE-79519,Movies_and_TV,1
"It's a great pair, that's for sure. Feels like a luxury purchase. Thoroughly enjoyed this a lot. Can't stop recommending it!",2,FAKE-83579,Movies_and_TV,1
This product was adorable! I bought it. Thoroughly enjoyed this a lot. Everything about it was perfect. It brought a smile to my face.,3,FAKE-24330,Movies_and_TV,1
I found the experience to be funny overall. Thoroughly enjoyed this a lot. Can't stop recommending it! High quality through and through.,1,FAKE-48835,Movies_and_TV,1
I found the present to be fabulous overall. but the instructions were confusing. This made the perfect gift. Everything about it was perfect.,2,FAKE-33367,Movies_and_TV,1
I struggled with this purchase decision. It is absolutely horrible. It was just okay. Regret buying this. Not worth the money.,4,FAKE-97792,Movies_and_TV,1
"It's a brutal product, that's for sure. Fell apart after one use.",2,FAKE-53979,Movies_and_TV,1
"It's a memorable investment, that's for sure. Thoroughly enjoyed this a lot. Feels like a luxury purchase. Would definitely buy again.",1,FAKE-14911,Movies_and_TV,1
My gadget experience was disappointing. Would give zero stars if I could.,3,FAKE-39659,Movies_and_TV,1
My item experience was nasty. Never buying from here again. Fell apart after one use. Would not recommend to anyone.,4,FAKE-41559,Movies_and_TV,1
Such a finicky tool! I fumbled through it. but the instructions were confusing. Very cheaply made. Extremely disappointed.,5,FAKE-43818,Movies_and_TV,1
I found the quality to be great overall. This made the perfect gift. High quality through and through.,3,FAKE-38962,Movies_and_TV,1
Such a gorgeous purchase decision! I gifted it. Would definitely buy again.,1,FAKE-72983,Movies_and_TV,1
"It's a brutal accessory, that's for sure. Disappointed in this one. Never buying from here again.",3,FAKE-41836,Movies_and_TV,1
This essential exceeded all my expectations. Truly brutal. Fell apart after one use.,4,FAKE-37693,Movies_and_TV,1
I found the experience to be dirty overall. Customer service was awful. Never buying from here again. It was just okay.,2,FAKE-89905,Movies_and_TV,1
"It's a horrible accessory, that's for sure. Waste of time and money.",4,FAKE-83674,Movies_and_TV,1
I never expected a item to be so gorgeous! It brought a smile to my face. Exceeded my expectations.,2,FAKE-90783,Movies_and_TV,1
I never expected a item to be so funny! Exceeded my expectations. Can't stop recommending it!,5,FAKE-34316,Movies_and_TV,1
"Honestly, this experience was just incredible. but shipping took a while. Loved it so much! Brightened up my whole week.",4,FAKE-45752,Movies_and_TV,1
"It's a gorgeous accessory, that's for sure. Shipping was quick. Can't stop recommending it! Loved it so much!",2,FAKE-50957,Movies_and_TV,1
I hated this thing. Would not recommend to anyone. Regret buying this.,5,FAKE-84976,Movies_and_TV,1
"I embraced my purchase decision, it was perfect! Absolutely worth every penny. This made the perfect gift. Made my day better!",4,FAKE-77454,Movies_and_TV,1
Such a broken tool! I complained about it. Extremely disappointed. Would not recommend to anyone. Would give zero stars if I could.,5,FAKE-12249,Movies_and_TV,1
My experience with this item was simply finicky. Customer service was awful. Would not recommend to anyone. Broke way too easily.,3,FAKE-86312,Movies_and_TV,1
This choice was memorable! I celebrated it. This made the perfect gift. Would definitely buy again.,5,FAKE-26058,Movies_and_TV,1
I questioned buying this present. It is absolutely finicky. Disappointed in this one. Never buying from here again. Very cheaply made.,1,FAKE-51859,Movies_and_TV,1
I wowed by the product. Truly beautiful. Everything about it was perfect.,5,FAKE-19749,Movies_and_TV,1
"I was annoyed by my addition, it was nasty! Extremely disappointed.",5,FAKE-64198,Movies_and_TV,1
My experience with this set was simply incredible. but the price was a little high. Everything about it was perfect. Feels like a luxury purchase.,1,FAKE-29746,Movies_and_TV,1
I was really faulty with this item. Very cheaply made.,5,FAKE-10444,Movies_and_TV,1
This experience completely wished I hadn't bought me! Extremely disappointed.,4,FAKE-84470,Movies_and_TV,1
I found the present to be fabulous overall. It brought a smile to my face. Thoroughly enjoyed this a lot. This made the perfect gift.,1,FAKE-69131,Movies_and_TV,1
This experience exceeded all my expectations. Truly uncomfortable. Fell apart after one use.,1,FAKE-24982,Movies_and_TV,1
I can't believe how good this purchase was! but packaging could be better. Brightened up my whole week. Shipping was quick.,1,FAKE-47167,Movies_and_TV,1
This present exceeded all my expectations. Truly impressive. Five stars without hesitation. Everything about it was perfect.,1,FAKE-79026,Movies_and_TV,1
I never expected a purchase decision to be so gross! Waste of time and money.,1,FAKE-51634,Movies_and_TV,1
"I liked my tool, it was lovely! Thoroughly enjoyed this a lot.",2,FAKE-87981,Movies_and_TV,1
I found the device to be bad overall. Expected much better for the price. Broke way too easily.,4,FAKE-52784,Movies_and_TV,1
I found the present to be incomplete overall. but the price was a little high. Will not be re-purchasing. Would not recommend to anyone.,5,FAKE-69767,Movies_and_TV,1
"I satisfied my product, it was amazing! Loved it so much! Absolutely worth every penny. Would definitely buy again.",1,FAKE-79492,Movies_and_TV,1
I never expected a accessory to be so finicky! Waste of time and money. Would not recommend to anyone.,4,FAKE-74286,Movies_and_TV,1
This addition completely questioned buying me! Extremely disappointed.,1,FAKE-82038,Movies_and_TV,1
Such a broken tool! I questioned buying it. Waste of time and money.,2,FAKE-26032,Movies_and_TV,1
I found the set to be faulty overall. Extremely disappointed. Not worth the money.,4,FAKE-71896,Movies_and_TV,1
"I smiled my choice, it was spectacular! Made my day better! Absolutely worth every penny. Exceeded my expectations.",2,FAKE-79652,Movies_and_TV,1
I was really nasty with this quality. Broke way too easily.,1,FAKE-69104,Movies_and_TV,1
"Honestly, this gift was just gross. Expected much better for the price. It was just okay. Never buying from here again.",4,FAKE-77230,Movies_and_TV,1
"I liked my quality, it was perfect! Feels like a luxury purchase. It brought a smile to my face. Would definitely buy again.",4,FAKE-49581,Movies_and_TV,1
I fought with this tool. It is absolutely dull. Would not recommend to anyone.,5,FAKE-91702,Movies_and_TV,1
I never expected a item to be so careless! Disappointed in this one. Would not recommend to anyone.,5,FAKE-31727,Movies_and_TV,1
I waited this product. It is absolutely incomplete. Broke way too easily.,2,FAKE-63123,Movies_and_TV,1
This experience exceeded all my expectations. Truly cute. Brightened up my whole week. Can't stop recommending it!,1,FAKE-10106,Movies_and_TV,1
My experience with this purchase was simply incredible. Would definitely buy again. Feels like a luxury purchase. Everything about it was perfect.,5,FAKE-75863,Movies_and_TV,1
This purchase decision exceeded all my expectations. Truly unreliable. Will not be re-purchasing.,5,FAKE-55290,Movies_and_TV,1
My quality experience was underwhelming. but color was slightly off. Very cheaply made. Broke way too easily.,5,FAKE-33224,Movies_and_TV,1
My experience with this quality was simply beautiful. but it didn't last as long as I hoped. Exceeded my expectations. Feels like a luxury purchase. This made the perfect gift.,2,FAKE-85450,Movies_and_TV,1
I fumbled through the thing. Truly faulty. Disappointed in this one.,2,FAKE-64348,Movies_and_TV,1
My experience with this choice was simply remarkable. Feels like a luxury purchase. Thoroughly enjoyed this a lot. Would definitely buy again.,2,FAKE-80237,Movies_and_TV,1
This present exceeded all my expectations. Truly finicky. Would give zero stars if I could.,2,FAKE-84008,Movies_and_TV,1
I was disappointed by the investment. Truly boring. but it was smaller than expected. Broke way too easily. Customer service was awful.,2,FAKE-34262,Movies_and_TV,1
Such a gorgeous purchase! I smiled it. Feels like a luxury purchase. Exceeded my expectations.,2,FAKE-90832,Movies_and_TV,1
I enjoyed the quality. Truly heartwarming. but it didn't last as long as I hoped. Feels like a luxury purchase. Brightened up my whole week. Loved it so much!,1,FAKE-67397,Movies_and_TV,1
I never expected a pair to be so beautiful! Shipping was quick. Would definitely buy again.,1,FAKE-10090,Movies_and_TV,1
My accessory experience was underwhelming. Will not be re-purchasing.,2,FAKE-31185,Movies_and_TV,1
"Honestly, this thing was just perfect. Feels like a luxury purchase. Would definitely buy again.",1,FAKE-13975,Movies_and_TV,1
My experience with this thing was simply gross. Fell apart after one use. Disappointed in this one. Expected much better for the price.,5,FAKE-92273,Movies_and_TV,1
My experience with this addition was simply gross. Broke way too easily. Very cheaply made. Will not be re-purchasing.,1,FAKE-12621,Movies_and_TV,1
My experience with this choice was simply funny. Feels like a luxury purchase. Thoroughly enjoyed this a lot. It brought a smile to my face.,1,FAKE-50154,Movies_and_TV,1
My device experience was okay. Would definitely buy again. Everything about it was perfect. Exceeded my expectations.,2,FAKE-34909,Movies_and_TV,1
I found the set to be disappointing overall. Will not be re-purchasing. Customer service was awful. Waste of time and money.,1,FAKE-20295,Movies_and_TV,1
I found the purchase to be good overall. This made the perfect gift. Absolutely worth every penny. Five stars without hesitation.,1,FAKE-25992,Movies_and_TV,1
This purchase decision was incredible! I enjoyed it. Everything about it was perfect. Shipping was quick.,3,FAKE-80867,Movies_and_TV,1
I found the set to be amazing overall. Everything about it was perfect.,2,FAKE-55301,Movies_and_TV,1
My experience with this experience was simply terrible. but customer service could have been better. Not worth the money. Very cheaply made. Never buying from here again.,1,FAKE-77894,Movies_and_TV,1
I can't believe how weird this quality was! Made my day better! Loved it so much!,4,FAKE-84987,Movies_and_TV,1
I questioned buying the tool. Truly horrible. Not worth the money.,1,FAKE-98780,Movies_and_TV,1
I found the essential to be weird overall. Fell apart after one use. Would not recommend to anyone.,4,FAKE-40694,Movies_and_TV,1
"Honestly, this set was just touching. but the instructions were confusing. Made my day better! Feels like a luxury purchase. Can't stop recommending it!",5,FAKE-24814,Movies_and_TV,1
My product experience was perfect. Thoroughly enjoyed this a lot. Can't stop recommending it!,5,FAKE-41426,Movies_and_TV,1
My experience with this experience was simply uncomfortable. but packaging could be better. Not worth the money. Very cheaply made.,2,FAKE-47336,Movies_and_TV,1
This purchase was horrible! I misled it. Regret buying this. Not worth the money.,3,FAKE-83990,Movies_and_TV,1
I found the choice to be weird overall. High quality through and through. Thoroughly enjoyed this a lot. Absolutely worth every penny.,1,FAKE-52074,Movies_and_TV,1
My item experience was flimsy. but customer service could have been better. Fell apart after one use. Would give zero stars if I could. Broke way too easily.,5,FAKE-93821,Movies_and_TV,1
This essential was delightful! I was thrilled with it. Made my day better! Shipping was quick. Absolutely worth every penny.,4,FAKE-38358,Movies_and_TV,1
"I swooned my essential, it was outstanding! Thoroughly enjoyed this a lot. Would definitely buy again. Five stars without hesitation.",2,FAKE-63597,Movies_and_TV,1
My item experience was dirty. Extremely disappointed.,3,FAKE-32954,Movies_and_TV,1
This present was underwhelming! I struggled with it. Not worth the money. Expected much better for the price. Fell apart after one use.,5,FAKE-24463,Movies_and_TV,1
I never expected a experience to be so remarkable! This made the perfect gift.,1,FAKE-83371,Movies_and_TV,1
This gift completely was thrilled with me! Loved it so much!,1,FAKE-59340,Movies_and_TV,1
I was really poor with this gadget. Customer service was awful.,5,FAKE-95322,Movies_and_TV,1
I fumbled through this tool. It is absolutely disappointing. Never buying from here again. Disappointed in this one.,4,FAKE-14580,Movies_and_TV,1
My experience with this product was simply awful. Customer service was awful. Very cheaply made.,3,FAKE-46992,Movies_and_TV,1
I never expected a item to be so great! Thoroughly enjoyed this a lot. Exceeded my expectations. This made the perfect gift.,5,FAKE-83219,Movies_and_TV,1
